policy_id,horizon_ms,minimum_absolute_xag_move_bps,minimum_directional_innovation_bps,maximum_signed_xau_response_ratio,minimum_xag_quote_count,eligible_full_weekdays,candidates,candidates_per_full_weekday,active_days,active_day_share,long_candidates,short_candidates,minority_direction_share,selection_eligible
H10000__XM010__IN005__RR050__QC02,10000,1.0,0.5,0.5,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM010__IN005__RR050__QC05,10000,1.0,0.5,0.5,5,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM010__IN005__RR075__QC02,10000,1.0,0.5,0.75,2,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM010__IN005__RR075__QC05,10000,1.0,0.5,0.75,5,21,21,1.0,21,1.0,10,11,0.47619047619047616,True
H10000__XM010__IN010__RR000__QC02,10000,1.0,1.0,0.0,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM010__IN010__RR000__QC05,10000,1.0,1.0,0.0,5,21,21,1.0,21,1.0,12,9,0.42857142857142855,True
H10000__XM010__IN010__RR025__QC02,10000,1.0,1.0,0.25,2,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM010__IN010__RR025__QC05,10000,1.0,1.0,0.25,5,21,21,1.0,21,1.0,10,11,0.47619047619047616,True
H10000__XM010__IN010__RR050__QC02,10000,1.0,1.0,0.5,2,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM010__IN010__RR050__QC05,10000,1.0,1.0,0.5,5,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM010__IN010__RR075__QC02,10000,1.0,1.0,0.75,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM010__IN010__RR075__QC05,10000,1.0,1.0,0.75,5,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM010__IN015__RR000__QC02,10000,1.0,1.5,0.0,2,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM010__IN015__RR000__QC05,10000,1.0,1.5,0.0,5,21,21,1.0,21,1.0,12,9,0.42857142857142855,True
H10000__XM010__IN015__RR025__QC02,10000,1.0,1.5,0.25,2,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM010__IN015__RR025__QC05,10000,1.0,1.5,0.25,5,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM010__IN015__RR050__QC02,10000,1.0,1.5,0.5,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM010__IN015__RR050__QC05,10000,1.0,1.5,0.5,5,21,21,1.0,21,1.0,10,11,0.47619047619047616,True
H10000__XM010__IN015__RR075__QC02,10000,1.0,1.5,0.75,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM010__IN015__RR075__QC05,10000,1.0,1.5,0.75,5,21,21,1.0,21,1.0,10,11,0.47619047619047616,True
H10000__XM010__IN020__RR000__QC02,10000,1.0,2.0,0.0,2,21,21,1.0,21,1.0,10,11,0.47619047619047616,True
H10000__XM010__IN020__RR000__QC05,10000,1.0,2.0,0.0,5,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM010__IN020__RR025__QC02,10000,1.0,2.0,0.25,2,21,21,1.0,21,1.0,5,16,0.23809523809523808,True
H10000__XM010__IN020__RR025__QC05,10000,1.0,2.0,0.25,5,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM010__IN020__RR050__QC02,10000,1.0,2.0,0.5,2,21,21,1.0,21,1.0,7,14,0.3333333333333333,True
H10000__XM010__IN020__RR050__QC05,10000,1.0,2.0,0.5,5,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM010__IN020__RR075__QC02,10000,1.0,2.0,0.75,2,21,21,1.0,21,1.0,6,15,0.2857142857142857,True
H10000__XM010__IN020__RR075__QC05,10000,1.0,2.0,0.75,5,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM010__IN025__RR000__QC02,10000,1.0,2.5,0.0,2,21,21,1.0,21,1.0,10,11,0.47619047619047616,True
H10000__XM010__IN025__RR000__QC05,10000,1.0,2.5,0.0,5,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM010__IN025__RR025__QC02,10000,1.0,2.5,0.25,2,21,21,1.0,21,1.0,7,14,0.3333333333333333,True
H10000__XM010__IN025__RR025__QC05,10000,1.0,2.5,0.25,5,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM010__IN025__RR050__QC02,10000,1.0,2.5,0.5,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM010__IN025__RR050__QC05,10000,1.0,2.5,0.5,5,21,21,1.0,21,1.0,10,11,0.47619047619047616,True
H10000__XM010__IN025__RR075__QC02,10000,1.0,2.5,0.75,2,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM010__IN025__RR075__QC05,10000,1.0,2.5,0.75,5,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM020__IN005__RR000__QC02,10000,2.0,0.5,0.0,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM020__IN005__RR000__QC05,10000,2.0,0.5,0.0,5,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM020__IN005__RR025__QC02,10000,2.0,0.5,0.25,2,21,21,1.0,21,1.0,5,16,0.23809523809523808,True
H10000__XM020__IN005__RR025__QC05,10000,2.0,0.5,0.25,5,21,21,1.0,21,1.0,7,14,0.3333333333333333,True
H10000__XM020__IN005__RR050__QC02,10000,2.0,0.5,0.5,2,21,21,1.0,21,1.0,7,14,0.3333333333333333,True
H10000__XM020__IN005__RR050__QC05,10000,2.0,0.5,0.5,5,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM020__IN005__RR075__QC02,10000,2.0,0.5,0.75,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM020__IN005__RR075__QC05,10000,2.0,0.5,0.75,5,21,21,1.0,21,1.0,10,11,0.47619047619047616,True
H10000__XM020__IN010__RR000__QC02,10000,2.0,1.0,0.0,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM020__IN010__RR000__QC05,10000,2.0,1.0,0.0,5,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM020__IN010__RR025__QC02,10000,2.0,1.0,0.25,2,21,21,1.0,21,1.0,5,16,0.23809523809523808,True
H10000__XM020__IN010__RR025__QC05,10000,2.0,1.0,0.25,5,21,21,1.0,21,1.0,7,14,0.3333333333333333,True
H10000__XM020__IN010__RR050__QC02,10000,2.0,1.0,0.5,2,21,21,1.0,21,1.0,7,14,0.3333333333333333,True
H10000__XM020__IN010__RR050__QC05,10000,2.0,1.0,0.5,5,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM020__IN010__RR075__QC02,10000,2.0,1.0,0.75,2,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM020__IN010__RR075__QC05,10000,2.0,1.0,0.75,5,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM020__IN015__RR000__QC02,10000,2.0,1.5,0.0,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM020__IN015__RR000__QC05,10000,2.0,1.5,0.0,5,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM020__IN015__RR025__QC02,10000,2.0,1.5,0.25,2,21,21,1.0,21,1.0,5,16,0.23809523809523808,True
H10000__XM020__IN015__RR025__QC05,10000,2.0,1.5,0.25,5,21,21,1.0,21,1.0,7,14,0.3333333333333333,True
H10000__XM020__IN015__RR050__QC02,10000,2.0,1.5,0.5,2,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM020__IN015__RR050__QC05,10000,2.0,1.5,0.5,5,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM020__IN015__RR075__QC02,10000,2.0,1.5,0.75,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM020__IN015__RR075__QC05,10000,2.0,1.5,0.75,5,21,21,1.0,21,1.0,10,11,0.47619047619047616,True
H10000__XM020__IN020__RR000__QC02,10000,2.0,2.0,0.0,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM020__IN020__RR000__QC05,10000,2.0,2.0,0.0,5,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM020__IN020__RR025__QC02,10000,2.0,2.0,0.25,2,21,21,1.0,21,1.0,5,16,0.23809523809523808,True
H10000__XM020__IN020__RR025__QC05,10000,2.0,2.0,0.25,5,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM020__IN020__RR050__QC02,10000,2.0,2.0,0.5,2,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM020__IN020__RR050__QC05,10000,2.0,2.0,0.5,5,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM020__IN020__RR075__QC02,10000,2.0,2.0,0.75,2,21,21,1.0,21,1.0,7,14,0.3333333333333333,True
H10000__XM020__IN020__RR075__QC05,10000,2.0,2.0,0.75,5,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM020__IN025__RR000__QC02,10000,2.0,2.5,0.0,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM020__IN025__RR000__QC05,10000,2.0,2.5,0.0,5,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM020__IN025__RR025__QC02,10000,2.0,2.5,0.25,2,21,21,1.0,21,1.0,7,14,0.3333333333333333,True
H10000__XM020__IN025__RR025__QC05,10000,2.0,2.5,0.25,5,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM020__IN025__RR050__QC02,10000,2.0,2.5,0.5,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM020__IN025__RR050__QC05,10000,2.0,2.5,0.5,5,21,21,1.0,21,1.0,10,11,0.47619047619047616,True
H10000__XM020__IN025__RR075__QC02,10000,2.0,2.5,0.75,2,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM020__IN025__RR075__QC05,10000,2.0,2.5,0.75,5,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM030__IN005__RR000__QC02,10000,3.0,0.5,0.0,2,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM030__IN005__RR000__QC05,10000,3.0,0.5,0.0,5,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM030__IN005__RR025__QC02,10000,3.0,0.5,0.25,2,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM030__IN005__RR025__QC05,10000,3.0,0.5,0.25,5,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM030__IN005__RR050__QC02,10000,3.0,0.5,0.5,2,21,21,1.0,21,1.0,13,8,0.38095238095238093,True
H10000__XM030__IN005__RR050__QC05,10000,3.0,0.5,0.5,5,21,21,1.0,21,1.0,13,8,0.38095238095238093,True
H10000__XM030__IN005__RR075__QC02,10000,3.0,0.5,0.75,2,21,21,1.0,21,1.0,13,8,0.38095238095238093,True
H10000__XM030__IN005__RR075__QC05,10000,3.0,0.5,0.75,5,21,21,1.0,21,1.0,12,9,0.42857142857142855,True
H10000__XM030__IN010__RR000__QC02,10000,3.0,1.0,0.0,2,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM030__IN010__RR000__QC05,10000,3.0,1.0,0.0,5,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM030__IN010__RR025__QC02,10000,3.0,1.0,0.25,2,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM030__IN010__RR025__QC05,10000,3.0,1.0,0.25,5,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM030__IN010__RR050__QC02,10000,3.0,1.0,0.5,2,21,21,1.0,21,1.0,13,8,0.38095238095238093,True
H10000__XM030__IN010__RR050__QC05,10000,3.0,1.0,0.5,5,21,21,1.0,21,1.0,13,8,0.38095238095238093,True
H10000__XM030__IN010__RR075__QC02,10000,3.0,1.0,0.75,2,21,21,1.0,21,1.0,13,8,0.38095238095238093,True
H10000__XM030__IN010__RR075__QC05,10000,3.0,1.0,0.75,5,21,21,1.0,21,1.0,12,9,0.42857142857142855,True
H10000__XM030__IN015__RR000__QC02,10000,3.0,1.5,0.0,2,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM030__IN015__RR000__QC05,10000,3.0,1.5,0.0,5,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM030__IN015__RR025__QC02,10000,3.0,1.5,0.25,2,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM030__IN015__RR025__QC05,10000,3.0,1.5,0.25,5,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM030__IN015__RR050__QC02,10000,3.0,1.5,0.5,2,21,21,1.0,21,1.0,13,8,0.38095238095238093,True
H10000__XM030__IN015__RR050__QC05,10000,3.0,1.5,0.5,5,21,21,1.0,21,1.0,13,8,0.38095238095238093,True
H10000__XM030__IN015__RR075__QC02,10000,3.0,1.5,0.75,2,21,21,1.0,21,1.0,12,9,0.42857142857142855,True
H10000__XM030__IN015__RR075__QC05,10000,3.0,1.5,0.75,5,21,21,1.0,21,1.0,12,9,0.42857142857142855,True
H10000__XM030__IN020__RR000__QC02,10000,3.0,2.0,0.0,2,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM030__IN020__RR000__QC05,10000,3.0,2.0,0.0,5,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM030__IN020__RR025__QC02,10000,3.0,2.0,0.25,2,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM030__IN020__RR025__QC05,10000,3.0,2.0,0.25,5,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM030__IN020__RR050__QC02,10000,3.0,2.0,0.5,2,21,21,1.0,21,1.0,13,8,0.38095238095238093,True
H10000__XM030__IN020__RR050__QC05,10000,3.0,2.0,0.5,5,21,21,1.0,21,1.0,13,8,0.38095238095238093,True
H10000__XM030__IN020__RR075__QC02,10000,3.0,2.0,0.75,2,21,21,1.0,21,1.0,12,9,0.42857142857142855,True
H10000__XM030__IN020__RR075__QC05,10000,3.0,2.0,0.75,5,21,21,1.0,21,1.0,12,9,0.42857142857142855,True
H10000__XM030__IN025__RR000__QC02,10000,3.0,2.5,0.0,2,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM030__IN025__RR000__QC05,10000,3.0,2.5,0.0,5,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM030__IN025__RR025__QC02,10000,3.0,2.5,0.25,2,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM030__IN025__RR025__QC05,10000,3.0,2.5,0.25,5,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM030__IN025__RR050__QC02,10000,3.0,2.5,0.5,2,21,21,1.0,21,1.0,12,9,0.42857142857142855,True
H10000__XM030__IN025__RR050__QC05,10000,3.0,2.5,0.5,5,21,21,1.0,21,1.0,12,9,0.42857142857142855,True
H10000__XM030__IN025__RR075__QC02,10000,3.0,2.5,0.75,2,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM030__IN025__RR075__QC05,10000,3.0,2.5,0.75,5,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM040__IN005__RR000__QC02,10000,4.0,0.5,0.0,2,21,20,0.9523809523809523,20,0.9523809523809523,6,14,0.3,True
H10000__XM040__IN005__RR000__QC05,10000,4.0,0.5,0.0,5,21,20,0.9523809523809523,20,0.9523809523809523,6,14,0.3,True
H10000__XM040__IN005__RR025__QC02,10000,4.0,0.5,0.25,2,21,21,1.0,21,1.0,6,15,0.2857142857142857,True
H10000__XM040__IN005__RR025__QC05,10000,4.0,0.5,0.25,5,21,21,1.0,21,1.0,6,15,0.2857142857142857,True
H10000__XM040__IN005__RR050__QC02,10000,4.0,0.5,0.5,2,21,21,1.0,21,1.0,10,11,0.47619047619047616,True
H10000__XM040__IN005__RR050__QC05,10000,4.0,0.5,0.5,5,21,21,1.0,21,1.0,10,11,0.47619047619047616,True
H10000__XM040__IN005__RR075__QC02,10000,4.0,0.5,0.75,2,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM040__IN005__RR075__QC05,10000,4.0,0.5,0.75,5,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM040__IN010__RR000__QC02,10000,4.0,1.0,0.0,2,21,20,0.9523809523809523,20,0.9523809523809523,6,14,0.3,True
H10000__XM040__IN010__RR000__QC05,10000,4.0,1.0,0.0,5,21,20,0.9523809523809523,20,0.9523809523809523,6,14,0.3,True
H10000__XM040__IN010__RR025__QC02,10000,4.0,1.0,0.25,2,21,21,1.0,21,1.0,6,15,0.2857142857142857,True
H10000__XM040__IN010__RR025__QC05,10000,4.0,1.0,0.25,5,21,21,1.0,21,1.0,6,15,0.2857142857142857,True
H10000__XM040__IN010__RR050__QC02,10000,4.0,1.0,0.5,2,21,21,1.0,21,1.0,10,11,0.47619047619047616,True
H10000__XM040__IN010__RR050__QC05,10000,4.0,1.0,0.5,5,21,21,1.0,21,1.0,10,11,0.47619047619047616,True
H10000__XM040__IN010__RR075__QC02,10000,4.0,1.0,0.75,2,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM040__IN010__RR075__QC05,10000,4.0,1.0,0.75,5,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM040__IN015__RR000__QC02,10000,4.0,1.5,0.0,2,21,20,0.9523809523809523,20,0.9523809523809523,6,14,0.3,True
H10000__XM040__IN015__RR000__QC05,10000,4.0,1.5,0.0,5,21,20,0.9523809523809523,20,0.9523809523809523,6,14,0.3,True
H10000__XM040__IN015__RR025__QC02,10000,4.0,1.5,0.25,2,21,21,1.0,21,1.0,6,15,0.2857142857142857,True
H10000__XM040__IN015__RR025__QC05,10000,4.0,1.5,0.25,5,21,21,1.0,21,1.0,6,15,0.2857142857142857,True
H10000__XM040__IN015__RR050__QC02,10000,4.0,1.5,0.5,2,21,21,1.0,21,1.0,10,11,0.47619047619047616,True
H10000__XM040__IN015__RR050__QC05,10000,4.0,1.5,0.5,5,21,21,1.0,21,1.0,10,11,0.47619047619047616,True
H10000__XM040__IN015__RR075__QC02,10000,4.0,1.5,0.75,2,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM040__IN015__RR075__QC05,10000,4.0,1.5,0.75,5,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H10000__XM040__IN020__RR000__QC02,10000,4.0,2.0,0.0,2,21,20,0.9523809523809523,20,0.9523809523809523,6,14,0.3,True
H10000__XM040__IN020__RR000__QC05,10000,4.0,2.0,0.0,5,21,20,0.9523809523809523,20,0.9523809523809523,6,14,0.3,True
H10000__XM040__IN020__RR025__QC02,10000,4.0,2.0,0.25,2,21,21,1.0,21,1.0,6,15,0.2857142857142857,True
H10000__XM040__IN020__RR025__QC05,10000,4.0,2.0,0.25,5,21,21,1.0,21,1.0,6,15,0.2857142857142857,True
H10000__XM040__IN020__RR050__QC02,10000,4.0,2.0,0.5,2,21,21,1.0,21,1.0,10,11,0.47619047619047616,True
H10000__XM040__IN020__RR050__QC05,10000,4.0,2.0,0.5,5,21,21,1.0,21,1.0,10,11,0.47619047619047616,True
H10000__XM040__IN020__RR075__QC02,10000,4.0,2.0,0.75,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM040__IN020__RR075__QC05,10000,4.0,2.0,0.75,5,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM040__IN025__RR000__QC02,10000,4.0,2.5,0.0,2,21,20,0.9523809523809523,20,0.9523809523809523,6,14,0.3,True
H10000__XM040__IN025__RR000__QC05,10000,4.0,2.5,0.0,5,21,20,0.9523809523809523,20,0.9523809523809523,6,14,0.3,True
H10000__XM040__IN025__RR025__QC02,10000,4.0,2.5,0.25,2,21,21,1.0,21,1.0,6,15,0.2857142857142857,True
H10000__XM040__IN025__RR025__QC05,10000,4.0,2.5,0.25,5,21,21,1.0,21,1.0,6,15,0.2857142857142857,True
H10000__XM040__IN025__RR050__QC02,10000,4.0,2.5,0.5,2,21,21,1.0,21,1.0,10,11,0.47619047619047616,True
H10000__XM040__IN025__RR050__QC05,10000,4.0,2.5,0.5,5,21,21,1.0,21,1.0,10,11,0.47619047619047616,True
H10000__XM040__IN025__RR075__QC02,10000,4.0,2.5,0.75,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM040__IN025__RR075__QC05,10000,4.0,2.5,0.75,5,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM050__IN005__RR000__QC02,10000,5.0,0.5,0.0,2,21,18,0.8571428571428571,18,0.8571428571428571,6,12,0.3333333333333333,True
H10000__XM050__IN005__RR000__QC05,10000,5.0,0.5,0.0,5,21,18,0.8571428571428571,18,0.8571428571428571,6,12,0.3333333333333333,True
H10000__XM050__IN005__RR025__QC02,10000,5.0,0.5,0.25,2,21,21,1.0,21,1.0,5,16,0.23809523809523808,True
H10000__XM050__IN005__RR025__QC05,10000,5.0,0.5,0.25,5,21,21,1.0,21,1.0,5,16,0.23809523809523808,True
H10000__XM050__IN005__RR050__QC02,10000,5.0,0.5,0.5,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM050__IN005__RR050__QC05,10000,5.0,0.5,0.5,5,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM050__IN005__RR075__QC02,10000,5.0,0.5,0.75,2,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM050__IN005__RR075__QC05,10000,5.0,0.5,0.75,5,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM050__IN010__RR000__QC02,10000,5.0,1.0,0.0,2,21,18,0.8571428571428571,18,0.8571428571428571,6,12,0.3333333333333333,True
H10000__XM050__IN010__RR000__QC05,10000,5.0,1.0,0.0,5,21,18,0.8571428571428571,18,0.8571428571428571,6,12,0.3333333333333333,True
H10000__XM050__IN010__RR025__QC02,10000,5.0,1.0,0.25,2,21,21,1.0,21,1.0,5,16,0.23809523809523808,True
H10000__XM050__IN010__RR025__QC05,10000,5.0,1.0,0.25,5,21,21,1.0,21,1.0,5,16,0.23809523809523808,True
H10000__XM050__IN010__RR050__QC02,10000,5.0,1.0,0.5,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM050__IN010__RR050__QC05,10000,5.0,1.0,0.5,5,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM050__IN010__RR075__QC02,10000,5.0,1.0,0.75,2,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM050__IN010__RR075__QC05,10000,5.0,1.0,0.75,5,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM050__IN015__RR000__QC02,10000,5.0,1.5,0.0,2,21,18,0.8571428571428571,18,0.8571428571428571,6,12,0.3333333333333333,True
H10000__XM050__IN015__RR000__QC05,10000,5.0,1.5,0.0,5,21,18,0.8571428571428571,18,0.8571428571428571,6,12,0.3333333333333333,True
H10000__XM050__IN015__RR025__QC02,10000,5.0,1.5,0.25,2,21,21,1.0,21,1.0,5,16,0.23809523809523808,True
H10000__XM050__IN015__RR025__QC05,10000,5.0,1.5,0.25,5,21,21,1.0,21,1.0,5,16,0.23809523809523808,True
H10000__XM050__IN015__RR050__QC02,10000,5.0,1.5,0.5,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM050__IN015__RR050__QC05,10000,5.0,1.5,0.5,5,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM050__IN015__RR075__QC02,10000,5.0,1.5,0.75,2,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM050__IN015__RR075__QC05,10000,5.0,1.5,0.75,5,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM050__IN020__RR000__QC02,10000,5.0,2.0,0.0,2,21,18,0.8571428571428571,18,0.8571428571428571,6,12,0.3333333333333333,True
H10000__XM050__IN020__RR000__QC05,10000,5.0,2.0,0.0,5,21,18,0.8571428571428571,18,0.8571428571428571,6,12,0.3333333333333333,True
H10000__XM050__IN020__RR025__QC02,10000,5.0,2.0,0.25,2,21,21,1.0,21,1.0,5,16,0.23809523809523808,True
H10000__XM050__IN020__RR025__QC05,10000,5.0,2.0,0.25,5,21,21,1.0,21,1.0,5,16,0.23809523809523808,True
H10000__XM050__IN020__RR050__QC02,10000,5.0,2.0,0.5,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM050__IN020__RR050__QC05,10000,5.0,2.0,0.5,5,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM050__IN020__RR075__QC02,10000,5.0,2.0,0.75,2,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM050__IN020__RR075__QC05,10000,5.0,2.0,0.75,5,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM050__IN025__RR000__QC02,10000,5.0,2.5,0.0,2,21,18,0.8571428571428571,18,0.8571428571428571,6,12,0.3333333333333333,True
H10000__XM050__IN025__RR000__QC05,10000,5.0,2.5,0.0,5,21,18,0.8571428571428571,18,0.8571428571428571,6,12,0.3333333333333333,True
H10000__XM050__IN025__RR025__QC02,10000,5.0,2.5,0.25,2,21,21,1.0,21,1.0,5,16,0.23809523809523808,True
H10000__XM050__IN025__RR025__QC05,10000,5.0,2.5,0.25,5,21,21,1.0,21,1.0,5,16,0.23809523809523808,True
H10000__XM050__IN025__RR050__QC02,10000,5.0,2.5,0.5,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM050__IN025__RR050__QC05,10000,5.0,2.5,0.5,5,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H10000__XM050__IN025__RR075__QC02,10000,5.0,2.5,0.75,2,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H10000__XM050__IN025__RR075__QC05,10000,5.0,2.5,0.75,5,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H20000__XM010__IN005__RR000__QC02,20000,1.0,0.5,0.0,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H20000__XM010__IN005__RR000__QC05,20000,1.0,0.5,0.0,5,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H20000__XM010__IN005__RR025__QC02,20000,1.0,0.5,0.25,2,21,21,1.0,21,1.0,10,11,0.47619047619047616,True
H20000__XM010__IN005__RR025__QC05,20000,1.0,0.5,0.25,5,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H20000__XM010__IN005__RR050__QC02,20000,1.0,0.5,0.5,2,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H20000__XM010__IN005__RR050__QC05,20000,1.0,0.5,0.5,5,21,21,1.0,21,1.0,11,10,0.47619047619047616,True
H20000__XM010__IN005__RR075__QC02,20000,1.0,0.5,0.75,2,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H20000__XM010__IN005__RR075__QC05,20000,1.0,0.5,0.75,5,21,21,1.0,21,1.0,8,13,0.38095238095238093,True
H20000__XM010__IN010__RR000__QC02,20000,1.0,1.0,0.0,2,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H20000__XM010__IN010__RR000__QC05,20000,1.0,1.0,0.0,5,21,21,1.0,21,1.0,9,12,0.42857142857142855,True
H20000__XM010__IN010__RR025__QC02,20000,1.0,1.0,0.25,2,21,21,1.0,21,1.0,10,11,0.47619047619047616,True
