policy_id,horizon_ms,minimum_dxy_move_bps,minimum_xag_move_bps,maximum_signed_xau_response_ratio,minimum_source_quote_count,eligible_full_weekdays,candidates,candidates_per_full_weekday,active_days,active_day_share,long_candidates,short_candidates,minority_direction_share,selection_eligible
H02000__DX005__AG100__XR075__QC02,2000,0.05,1.0,0.75,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H02000__DX005__AG100__XR075__QC05,2000,0.05,1.0,0.75,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX005__AG150__XR000__QC02,2000,0.05,1.5,0.0,2,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H02000__DX005__AG150__XR000__QC05,2000,0.05,1.5,0.0,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX005__AG150__XR025__QC02,2000,0.05,1.5,0.25,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H02000__DX005__AG150__XR025__QC05,2000,0.05,1.5,0.25,5,22,1,0.045454545454545456,1,0.045454545454545456,0,1,0.0,False
H02000__DX005__AG150__XR050__QC02,2000,0.05,1.5,0.5,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H02000__DX005__AG150__XR050__QC05,2000,0.05,1.5,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX005__AG150__XR075__QC02,2000,0.05,1.5,0.75,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H02000__DX005__AG150__XR075__QC05,2000,0.05,1.5,0.75,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX005__AG200__XR000__QC02,2000,0.05,2.0,0.0,2,22,19,0.8636363636363636,19,0.8636363636363636,8,11,0.42105263157894735,True
H02000__DX005__AG200__XR000__QC05,2000,0.05,2.0,0.0,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX005__AG200__XR025__QC02,2000,0.05,2.0,0.25,2,22,22,1.0,22,1.0,11,11,0.5,True
H02000__DX005__AG200__XR025__QC05,2000,0.05,2.0,0.25,5,22,1,0.045454545454545456,1,0.045454545454545456,0,1,0.0,False
H02000__DX005__AG200__XR050__QC02,2000,0.05,2.0,0.5,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H02000__DX005__AG200__XR050__QC05,2000,0.05,2.0,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX005__AG200__XR075__QC02,2000,0.05,2.0,0.75,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H02000__DX005__AG200__XR075__QC05,2000,0.05,2.0,0.75,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX005__AG300__XR000__QC02,2000,0.05,3.0,0.0,2,22,14,0.6363636363636364,14,0.6363636363636364,9,5,0.35714285714285715,False
H02000__DX005__AG300__XR000__QC05,2000,0.05,3.0,0.0,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX005__AG300__XR025__QC02,2000,0.05,3.0,0.25,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H02000__DX005__AG300__XR025__QC05,2000,0.05,3.0,0.25,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX005__AG300__XR050__QC02,2000,0.05,3.0,0.5,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H02000__DX005__AG300__XR050__QC05,2000,0.05,3.0,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX005__AG300__XR075__QC02,2000,0.05,3.0,0.75,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H02000__DX005__AG300__XR075__QC05,2000,0.05,3.0,0.75,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX010__AG050__XR000__QC02,2000,0.1,0.5,0.0,2,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H02000__DX010__AG050__XR000__QC05,2000,0.1,0.5,0.0,5,22,1,0.045454545454545456,1,0.045454545454545456,1,0,0.0,False
H02000__DX010__AG050__XR025__QC02,2000,0.1,0.5,0.25,2,22,22,1.0,22,1.0,16,6,0.2727272727272727,True
H02000__DX010__AG050__XR025__QC05,2000,0.1,0.5,0.25,5,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
H02000__DX010__AG050__XR050__QC02,2000,0.1,0.5,0.5,2,22,22,1.0,22,1.0,17,5,0.22727272727272727,True
H02000__DX010__AG050__XR050__QC05,2000,0.1,0.5,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,2,2,0.5,False
H02000__DX010__AG050__XR075__QC02,2000,0.1,0.5,0.75,2,22,22,1.0,22,1.0,19,3,0.13636363636363635,False
H02000__DX010__AG050__XR075__QC05,2000,0.1,0.5,0.75,5,22,5,0.22727272727272727,5,0.22727272727272727,3,2,0.4,False
H02000__DX010__AG100__XR000__QC02,2000,0.1,1.0,0.0,2,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H02000__DX010__AG100__XR000__QC05,2000,0.1,1.0,0.0,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX010__AG100__XR025__QC02,2000,0.1,1.0,0.25,2,22,22,1.0,22,1.0,15,7,0.3181818181818182,True
H02000__DX010__AG100__XR025__QC05,2000,0.1,1.0,0.25,5,22,1,0.045454545454545456,1,0.045454545454545456,0,1,0.0,False
H02000__DX010__AG100__XR050__QC02,2000,0.1,1.0,0.5,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H02000__DX010__AG100__XR050__QC05,2000,0.1,1.0,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX010__AG100__XR075__QC02,2000,0.1,1.0,0.75,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H02000__DX010__AG100__XR075__QC05,2000,0.1,1.0,0.75,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX010__AG150__XR000__QC02,2000,0.1,1.5,0.0,2,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H02000__DX010__AG150__XR000__QC05,2000,0.1,1.5,0.0,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX010__AG150__XR025__QC02,2000,0.1,1.5,0.25,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H02000__DX010__AG150__XR025__QC05,2000,0.1,1.5,0.25,5,22,1,0.045454545454545456,1,0.045454545454545456,0,1,0.0,False
H02000__DX010__AG150__XR050__QC02,2000,0.1,1.5,0.5,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H02000__DX010__AG150__XR050__QC05,2000,0.1,1.5,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX010__AG150__XR075__QC02,2000,0.1,1.5,0.75,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H02000__DX010__AG150__XR075__QC05,2000,0.1,1.5,0.75,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX010__AG200__XR000__QC02,2000,0.1,2.0,0.0,2,22,19,0.8636363636363636,19,0.8636363636363636,8,11,0.42105263157894735,True
H02000__DX010__AG200__XR000__QC05,2000,0.1,2.0,0.0,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX010__AG200__XR025__QC02,2000,0.1,2.0,0.25,2,22,22,1.0,22,1.0,11,11,0.5,True
H02000__DX010__AG200__XR025__QC05,2000,0.1,2.0,0.25,5,22,1,0.045454545454545456,1,0.045454545454545456,0,1,0.0,False
H02000__DX010__AG200__XR050__QC02,2000,0.1,2.0,0.5,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H02000__DX010__AG200__XR050__QC05,2000,0.1,2.0,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX010__AG200__XR075__QC02,2000,0.1,2.0,0.75,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H02000__DX010__AG200__XR075__QC05,2000,0.1,2.0,0.75,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX010__AG300__XR000__QC02,2000,0.1,3.0,0.0,2,22,14,0.6363636363636364,14,0.6363636363636364,9,5,0.35714285714285715,False
H02000__DX010__AG300__XR000__QC05,2000,0.1,3.0,0.0,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX010__AG300__XR025__QC02,2000,0.1,3.0,0.25,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H02000__DX010__AG300__XR025__QC05,2000,0.1,3.0,0.25,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX010__AG300__XR050__QC02,2000,0.1,3.0,0.5,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H02000__DX010__AG300__XR050__QC05,2000,0.1,3.0,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX010__AG300__XR075__QC02,2000,0.1,3.0,0.75,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H02000__DX010__AG300__XR075__QC05,2000,0.1,3.0,0.75,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX015__AG050__XR000__QC02,2000,0.15,0.5,0.0,2,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H02000__DX015__AG050__XR000__QC05,2000,0.15,0.5,0.0,5,22,1,0.045454545454545456,1,0.045454545454545456,1,0,0.0,False
H02000__DX015__AG050__XR025__QC02,2000,0.15,0.5,0.25,2,22,22,1.0,22,1.0,16,6,0.2727272727272727,True
H02000__DX015__AG050__XR025__QC05,2000,0.15,0.5,0.25,5,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
H02000__DX015__AG050__XR050__QC02,2000,0.15,0.5,0.5,2,22,22,1.0,22,1.0,17,5,0.22727272727272727,True
H02000__DX015__AG050__XR050__QC05,2000,0.15,0.5,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,2,2,0.5,False
H02000__DX015__AG050__XR075__QC02,2000,0.15,0.5,0.75,2,22,22,1.0,22,1.0,19,3,0.13636363636363635,False
H02000__DX015__AG050__XR075__QC05,2000,0.15,0.5,0.75,5,22,5,0.22727272727272727,5,0.22727272727272727,3,2,0.4,False
H02000__DX015__AG100__XR000__QC02,2000,0.15,1.0,0.0,2,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H02000__DX015__AG100__XR000__QC05,2000,0.15,1.0,0.0,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX015__AG100__XR025__QC02,2000,0.15,1.0,0.25,2,22,22,1.0,22,1.0,15,7,0.3181818181818182,True
H02000__DX015__AG100__XR025__QC05,2000,0.15,1.0,0.25,5,22,1,0.045454545454545456,1,0.045454545454545456,0,1,0.0,False
H02000__DX015__AG100__XR050__QC02,2000,0.15,1.0,0.5,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H02000__DX015__AG100__XR050__QC05,2000,0.15,1.0,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX015__AG100__XR075__QC02,2000,0.15,1.0,0.75,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H02000__DX015__AG100__XR075__QC05,2000,0.15,1.0,0.75,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX015__AG150__XR000__QC02,2000,0.15,1.5,0.0,2,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H02000__DX015__AG150__XR000__QC05,2000,0.15,1.5,0.0,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX015__AG150__XR025__QC02,2000,0.15,1.5,0.25,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H02000__DX015__AG150__XR025__QC05,2000,0.15,1.5,0.25,5,22,1,0.045454545454545456,1,0.045454545454545456,0,1,0.0,False
H02000__DX015__AG150__XR050__QC02,2000,0.15,1.5,0.5,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H02000__DX015__AG150__XR050__QC05,2000,0.15,1.5,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX015__AG150__XR075__QC02,2000,0.15,1.5,0.75,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H02000__DX015__AG150__XR075__QC05,2000,0.15,1.5,0.75,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX015__AG200__XR000__QC02,2000,0.15,2.0,0.0,2,22,19,0.8636363636363636,19,0.8636363636363636,9,10,0.47368421052631576,True
H02000__DX015__AG200__XR000__QC05,2000,0.15,2.0,0.0,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX015__AG200__XR025__QC02,2000,0.15,2.0,0.25,2,22,22,1.0,22,1.0,11,11,0.5,True
H02000__DX015__AG200__XR025__QC05,2000,0.15,2.0,0.25,5,22,1,0.045454545454545456,1,0.045454545454545456,0,1,0.0,False
H02000__DX015__AG200__XR050__QC02,2000,0.15,2.0,0.5,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H02000__DX015__AG200__XR050__QC05,2000,0.15,2.0,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX015__AG200__XR075__QC02,2000,0.15,2.0,0.75,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H02000__DX015__AG200__XR075__QC05,2000,0.15,2.0,0.75,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX015__AG300__XR000__QC02,2000,0.15,3.0,0.0,2,22,14,0.6363636363636364,14,0.6363636363636364,9,5,0.35714285714285715,False
H02000__DX015__AG300__XR000__QC05,2000,0.15,3.0,0.0,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX015__AG300__XR025__QC02,2000,0.15,3.0,0.25,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H02000__DX015__AG300__XR025__QC05,2000,0.15,3.0,0.25,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX015__AG300__XR050__QC02,2000,0.15,3.0,0.5,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H02000__DX015__AG300__XR050__QC05,2000,0.15,3.0,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX015__AG300__XR075__QC02,2000,0.15,3.0,0.75,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H02000__DX015__AG300__XR075__QC05,2000,0.15,3.0,0.75,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX020__AG050__XR000__QC02,2000,0.2,0.5,0.0,2,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H02000__DX020__AG050__XR000__QC05,2000,0.2,0.5,0.0,5,22,1,0.045454545454545456,1,0.045454545454545456,1,0,0.0,False
H02000__DX020__AG050__XR025__QC02,2000,0.2,0.5,0.25,2,22,22,1.0,22,1.0,16,6,0.2727272727272727,True
H02000__DX020__AG050__XR025__QC05,2000,0.2,0.5,0.25,5,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
H02000__DX020__AG050__XR050__QC02,2000,0.2,0.5,0.5,2,22,22,1.0,22,1.0,17,5,0.22727272727272727,True
H02000__DX020__AG050__XR050__QC05,2000,0.2,0.5,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,2,2,0.5,False
H02000__DX020__AG050__XR075__QC02,2000,0.2,0.5,0.75,2,22,22,1.0,22,1.0,19,3,0.13636363636363635,False
H02000__DX020__AG050__XR075__QC05,2000,0.2,0.5,0.75,5,22,5,0.22727272727272727,5,0.22727272727272727,3,2,0.4,False
H02000__DX020__AG100__XR000__QC02,2000,0.2,1.0,0.0,2,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H02000__DX020__AG100__XR000__QC05,2000,0.2,1.0,0.0,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX020__AG100__XR025__QC02,2000,0.2,1.0,0.25,2,22,22,1.0,22,1.0,15,7,0.3181818181818182,True
H02000__DX020__AG100__XR025__QC05,2000,0.2,1.0,0.25,5,22,1,0.045454545454545456,1,0.045454545454545456,0,1,0.0,False
H02000__DX020__AG100__XR050__QC02,2000,0.2,1.0,0.5,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H02000__DX020__AG100__XR050__QC05,2000,0.2,1.0,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX020__AG100__XR075__QC02,2000,0.2,1.0,0.75,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H02000__DX020__AG100__XR075__QC05,2000,0.2,1.0,0.75,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX020__AG150__XR000__QC02,2000,0.2,1.5,0.0,2,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H02000__DX020__AG150__XR000__QC05,2000,0.2,1.5,0.0,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX020__AG150__XR025__QC02,2000,0.2,1.5,0.25,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H02000__DX020__AG150__XR025__QC05,2000,0.2,1.5,0.25,5,22,1,0.045454545454545456,1,0.045454545454545456,0,1,0.0,False
H02000__DX020__AG150__XR050__QC02,2000,0.2,1.5,0.5,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H02000__DX020__AG150__XR050__QC05,2000,0.2,1.5,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX020__AG150__XR075__QC02,2000,0.2,1.5,0.75,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H02000__DX020__AG150__XR075__QC05,2000,0.2,1.5,0.75,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX020__AG200__XR000__QC02,2000,0.2,2.0,0.0,2,22,19,0.8636363636363636,19,0.8636363636363636,9,10,0.47368421052631576,True
H02000__DX020__AG200__XR000__QC05,2000,0.2,2.0,0.0,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX020__AG200__XR025__QC02,2000,0.2,2.0,0.25,2,22,22,1.0,22,1.0,11,11,0.5,True
H02000__DX020__AG200__XR025__QC05,2000,0.2,2.0,0.25,5,22,1,0.045454545454545456,1,0.045454545454545456,0,1,0.0,False
H02000__DX020__AG200__XR050__QC02,2000,0.2,2.0,0.5,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H02000__DX020__AG200__XR050__QC05,2000,0.2,2.0,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX020__AG200__XR075__QC02,2000,0.2,2.0,0.75,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H02000__DX020__AG200__XR075__QC05,2000,0.2,2.0,0.75,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX020__AG300__XR000__QC02,2000,0.2,3.0,0.0,2,22,14,0.6363636363636364,14,0.6363636363636364,9,5,0.35714285714285715,False
H02000__DX020__AG300__XR000__QC05,2000,0.2,3.0,0.0,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX020__AG300__XR025__QC02,2000,0.2,3.0,0.25,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H02000__DX020__AG300__XR025__QC05,2000,0.2,3.0,0.25,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX020__AG300__XR050__QC02,2000,0.2,3.0,0.5,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H02000__DX020__AG300__XR050__QC05,2000,0.2,3.0,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX020__AG300__XR075__QC02,2000,0.2,3.0,0.75,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H02000__DX020__AG300__XR075__QC05,2000,0.2,3.0,0.75,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX030__AG050__XR000__QC02,2000,0.3,0.5,0.0,2,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H02000__DX030__AG050__XR000__QC05,2000,0.3,0.5,0.0,5,22,1,0.045454545454545456,1,0.045454545454545456,1,0,0.0,False
H02000__DX030__AG050__XR025__QC02,2000,0.3,0.5,0.25,2,22,22,1.0,22,1.0,15,7,0.3181818181818182,True
H02000__DX030__AG050__XR025__QC05,2000,0.3,0.5,0.25,5,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
H02000__DX030__AG050__XR050__QC02,2000,0.3,0.5,0.5,2,22,22,1.0,22,1.0,16,6,0.2727272727272727,True
H02000__DX030__AG050__XR050__QC05,2000,0.3,0.5,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,2,2,0.5,False
H02000__DX030__AG050__XR075__QC02,2000,0.3,0.5,0.75,2,22,22,1.0,22,1.0,17,5,0.22727272727272727,True
H02000__DX030__AG050__XR075__QC05,2000,0.3,0.5,0.75,5,22,5,0.22727272727272727,5,0.22727272727272727,3,2,0.4,False
H02000__DX030__AG100__XR000__QC02,2000,0.3,1.0,0.0,2,22,21,0.9545454545454546,21,0.9545454545454546,10,11,0.47619047619047616,True
H02000__DX030__AG100__XR000__QC05,2000,0.3,1.0,0.0,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX030__AG100__XR025__QC02,2000,0.3,1.0,0.25,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H02000__DX030__AG100__XR025__QC05,2000,0.3,1.0,0.25,5,22,1,0.045454545454545456,1,0.045454545454545456,0,1,0.0,False
H02000__DX030__AG100__XR050__QC02,2000,0.3,1.0,0.5,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H02000__DX030__AG100__XR050__QC05,2000,0.3,1.0,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX030__AG100__XR075__QC02,2000,0.3,1.0,0.75,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H02000__DX030__AG100__XR075__QC05,2000,0.3,1.0,0.75,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX030__AG150__XR000__QC02,2000,0.3,1.5,0.0,2,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H02000__DX030__AG150__XR000__QC05,2000,0.3,1.5,0.0,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX030__AG150__XR025__QC02,2000,0.3,1.5,0.25,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H02000__DX030__AG150__XR025__QC05,2000,0.3,1.5,0.25,5,22,1,0.045454545454545456,1,0.045454545454545456,0,1,0.0,False
H02000__DX030__AG150__XR050__QC02,2000,0.3,1.5,0.5,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H02000__DX030__AG150__XR050__QC05,2000,0.3,1.5,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX030__AG150__XR075__QC02,2000,0.3,1.5,0.75,2,22,22,1.0,22,1.0,11,11,0.5,True
H02000__DX030__AG150__XR075__QC05,2000,0.3,1.5,0.75,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX030__AG200__XR000__QC02,2000,0.3,2.0,0.0,2,22,19,0.8636363636363636,19,0.8636363636363636,8,11,0.42105263157894735,True
H02000__DX030__AG200__XR000__QC05,2000,0.3,2.0,0.0,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX030__AG200__XR025__QC02,2000,0.3,2.0,0.25,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H02000__DX030__AG200__XR025__QC05,2000,0.3,2.0,0.25,5,22,1,0.045454545454545456,1,0.045454545454545456,0,1,0.0,False
H02000__DX030__AG200__XR050__QC02,2000,0.3,2.0,0.5,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H02000__DX030__AG200__XR050__QC05,2000,0.3,2.0,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX030__AG200__XR075__QC02,2000,0.3,2.0,0.75,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H02000__DX030__AG200__XR075__QC05,2000,0.3,2.0,0.75,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX030__AG300__XR000__QC02,2000,0.3,3.0,0.0,2,22,12,0.5454545454545454,12,0.5454545454545454,9,3,0.25,False
H02000__DX030__AG300__XR000__QC05,2000,0.3,3.0,0.0,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX030__AG300__XR025__QC02,2000,0.3,3.0,0.25,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H02000__DX030__AG300__XR025__QC05,2000,0.3,3.0,0.25,5,22,0,0.0,0,0.0,0,0,0.0,False
H02000__DX030__AG300__XR050__QC02,2000,0.3,3.0,0.5,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H02000__DX030__AG300__XR050__QC05,2000,0.3,3.0,0.5,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H02000__DX030__AG300__XR075__QC02,2000,0.3,3.0,0.75,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H02000__DX030__AG300__XR075__QC05,2000,0.3,3.0,0.75,5,22,4,0.18181818181818182,4,0.18181818181818182,3,1,0.25,False
H05000__DX005__AG050__XR000__QC02,5000,0.05,0.5,0.0,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H05000__DX005__AG050__XR000__QC05,5000,0.05,0.5,0.0,5,22,21,0.9545454545454546,21,0.9545454545454546,14,7,0.3333333333333333,True
H05000__DX005__AG050__XR025__QC02,5000,0.05,0.5,0.25,2,22,22,1.0,22,1.0,11,11,0.5,True
H05000__DX005__AG050__XR025__QC05,5000,0.05,0.5,0.25,5,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H05000__DX005__AG050__XR050__QC02,5000,0.05,0.5,0.5,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H05000__DX005__AG050__XR050__QC05,5000,0.05,0.5,0.5,5,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H05000__DX005__AG050__XR075__QC02,5000,0.05,0.5,0.75,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H05000__DX005__AG050__XR075__QC05,5000,0.05,0.5,0.75,5,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H05000__DX005__AG100__XR000__QC02,5000,0.05,1.0,0.0,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H05000__DX005__AG100__XR000__QC05,5000,0.05,1.0,0.0,5,22,21,0.9545454545454546,21,0.9545454545454546,10,11,0.47619047619047616,True
H05000__DX005__AG100__XR025__QC02,5000,0.05,1.0,0.25,2,22,22,1.0,22,1.0,11,11,0.5,True
H05000__DX005__AG100__XR025__QC05,5000,0.05,1.0,0.25,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H05000__DX005__AG100__XR050__QC02,5000,0.05,1.0,0.5,2,22,22,1.0,22,1.0,7,15,0.3181818181818182,True
H05000__DX005__AG100__XR050__QC05,5000,0.05,1.0,0.5,5,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H05000__DX005__AG100__XR075__QC02,5000,0.05,1.0,0.75,2,22,22,1.0,22,1.0,7,15,0.3181818181818182,True
H05000__DX005__AG100__XR075__QC05,5000,0.05,1.0,0.75,5,22,22,1.0,22,1.0,11,11,0.5,True
H05000__DX005__AG150__XR000__QC02,5000,0.05,1.5,0.0,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
