policy_id,lookback_ms,minimum_nonzero_mid_updates,minimum_absolute_update_imbalance,minimum_absolute_displacement_bps,maximum_spread_bps,eligible_full_weekdays,candidates,candidates_per_full_weekday,active_days,active_day_share,long_candidates,short_candidates,minority_direction_share,selection_eligible
LB10000__UC10__IM50__DP750__SP500,10000,10,0.5,7.5,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC10__IM60__DP100__SP300,10000,10,0.6,1.0,3.0,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
LB10000__UC10__IM60__DP100__SP500,10000,10,0.6,1.0,5.0,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
LB10000__UC10__IM60__DP200__SP300,10000,10,0.6,2.0,3.0,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
LB10000__UC10__IM60__DP200__SP500,10000,10,0.6,2.0,5.0,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
LB10000__UC10__IM60__DP300__SP300,10000,10,0.6,3.0,3.0,22,7,0.3181818181818182,7,0.3181818181818182,3,4,0.42857142857142855,False
LB10000__UC10__IM60__DP300__SP500,10000,10,0.6,3.0,5.0,22,7,0.3181818181818182,7,0.3181818181818182,3,4,0.42857142857142855,False
LB10000__UC10__IM60__DP500__SP300,10000,10,0.6,5.0,3.0,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
LB10000__UC10__IM60__DP500__SP500,10000,10,0.6,5.0,5.0,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
LB10000__UC10__IM60__DP750__SP300,10000,10,0.6,7.5,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC10__IM60__DP750__SP500,10000,10,0.6,7.5,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC10__IM70__DP100__SP300,10000,10,0.7,1.0,3.0,22,16,0.7272727272727273,16,0.7272727272727273,8,8,0.5,False
LB10000__UC10__IM70__DP100__SP500,10000,10,0.7,1.0,5.0,22,16,0.7272727272727273,16,0.7272727272727273,8,8,0.5,False
LB10000__UC10__IM70__DP200__SP300,10000,10,0.7,2.0,3.0,22,8,0.36363636363636365,8,0.36363636363636365,6,2,0.25,False
LB10000__UC10__IM70__DP200__SP500,10000,10,0.7,2.0,5.0,22,8,0.36363636363636365,8,0.36363636363636365,6,2,0.25,False
LB10000__UC10__IM70__DP300__SP300,10000,10,0.7,3.0,3.0,22,1,0.045454545454545456,1,0.045454545454545456,1,0,0.0,False
LB10000__UC10__IM70__DP300__SP500,10000,10,0.7,3.0,5.0,22,1,0.045454545454545456,1,0.045454545454545456,1,0,0.0,False
LB10000__UC10__IM70__DP500__SP300,10000,10,0.7,5.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC10__IM70__DP500__SP500,10000,10,0.7,5.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC10__IM70__DP750__SP300,10000,10,0.7,7.5,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC10__IM70__DP750__SP500,10000,10,0.7,7.5,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC10__IM80__DP100__SP300,10000,10,0.8,1.0,3.0,22,6,0.2727272727272727,6,0.2727272727272727,2,4,0.3333333333333333,False
LB10000__UC10__IM80__DP100__SP500,10000,10,0.8,1.0,5.0,22,6,0.2727272727272727,6,0.2727272727272727,2,4,0.3333333333333333,False
LB10000__UC10__IM80__DP200__SP300,10000,10,0.8,2.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC10__IM80__DP200__SP500,10000,10,0.8,2.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC10__IM80__DP300__SP300,10000,10,0.8,3.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC10__IM80__DP300__SP500,10000,10,0.8,3.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC10__IM80__DP500__SP300,10000,10,0.8,5.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC10__IM80__DP500__SP500,10000,10,0.8,5.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC10__IM80__DP750__SP300,10000,10,0.8,7.5,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC10__IM80__DP750__SP500,10000,10,0.8,7.5,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC10__IM90__DP100__SP300,10000,10,0.9,1.0,3.0,22,2,0.09090909090909091,2,0.09090909090909091,0,2,0.0,False
LB10000__UC10__IM90__DP100__SP500,10000,10,0.9,1.0,5.0,22,2,0.09090909090909091,2,0.09090909090909091,0,2,0.0,False
LB10000__UC10__IM90__DP200__SP300,10000,10,0.9,2.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC10__IM90__DP200__SP500,10000,10,0.9,2.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC10__IM90__DP300__SP300,10000,10,0.9,3.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC10__IM90__DP300__SP500,10000,10,0.9,3.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC10__IM90__DP500__SP300,10000,10,0.9,5.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC10__IM90__DP500__SP500,10000,10,0.9,5.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC10__IM90__DP750__SP300,10000,10,0.9,7.5,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC10__IM90__DP750__SP500,10000,10,0.9,7.5,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM50__DP100__SP300,10000,15,0.5,1.0,3.0,22,22,1.0,22,1.0,11,11,0.5,True
LB10000__UC15__IM50__DP100__SP500,10000,15,0.5,1.0,5.0,22,22,1.0,22,1.0,11,11,0.5,True
LB10000__UC15__IM50__DP200__SP300,10000,15,0.5,2.0,3.0,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
LB10000__UC15__IM50__DP200__SP500,10000,15,0.5,2.0,5.0,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
LB10000__UC15__IM50__DP300__SP300,10000,15,0.5,3.0,3.0,22,17,0.7727272727272727,17,0.7727272727272727,8,9,0.47058823529411764,False
LB10000__UC15__IM50__DP300__SP500,10000,15,0.5,3.0,5.0,22,17,0.7727272727272727,17,0.7727272727272727,8,9,0.47058823529411764,False
LB10000__UC15__IM50__DP500__SP300,10000,15,0.5,5.0,3.0,22,7,0.3181818181818182,7,0.3181818181818182,2,5,0.2857142857142857,False
LB10000__UC15__IM50__DP500__SP500,10000,15,0.5,5.0,5.0,22,7,0.3181818181818182,7,0.3181818181818182,2,5,0.2857142857142857,False
LB10000__UC15__IM50__DP750__SP300,10000,15,0.5,7.5,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM50__DP750__SP500,10000,15,0.5,7.5,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM60__DP100__SP300,10000,15,0.6,1.0,3.0,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
LB10000__UC15__IM60__DP100__SP500,10000,15,0.6,1.0,5.0,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
LB10000__UC15__IM60__DP200__SP300,10000,15,0.6,2.0,3.0,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
LB10000__UC15__IM60__DP200__SP500,10000,15,0.6,2.0,5.0,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
LB10000__UC15__IM60__DP300__SP300,10000,15,0.6,3.0,3.0,22,7,0.3181818181818182,7,0.3181818181818182,3,4,0.42857142857142855,False
LB10000__UC15__IM60__DP300__SP500,10000,15,0.6,3.0,5.0,22,7,0.3181818181818182,7,0.3181818181818182,3,4,0.42857142857142855,False
LB10000__UC15__IM60__DP500__SP300,10000,15,0.6,5.0,3.0,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
LB10000__UC15__IM60__DP500__SP500,10000,15,0.6,5.0,5.0,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
LB10000__UC15__IM60__DP750__SP300,10000,15,0.6,7.5,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM60__DP750__SP500,10000,15,0.6,7.5,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM70__DP100__SP300,10000,15,0.7,1.0,3.0,22,16,0.7272727272727273,16,0.7272727272727273,9,7,0.4375,False
LB10000__UC15__IM70__DP100__SP500,10000,15,0.7,1.0,5.0,22,16,0.7272727272727273,16,0.7272727272727273,9,7,0.4375,False
LB10000__UC15__IM70__DP200__SP300,10000,15,0.7,2.0,3.0,22,8,0.36363636363636365,8,0.36363636363636365,6,2,0.25,False
LB10000__UC15__IM70__DP200__SP500,10000,15,0.7,2.0,5.0,22,8,0.36363636363636365,8,0.36363636363636365,6,2,0.25,False
LB10000__UC15__IM70__DP300__SP300,10000,15,0.7,3.0,3.0,22,1,0.045454545454545456,1,0.045454545454545456,1,0,0.0,False
LB10000__UC15__IM70__DP300__SP500,10000,15,0.7,3.0,5.0,22,1,0.045454545454545456,1,0.045454545454545456,1,0,0.0,False
LB10000__UC15__IM70__DP500__SP300,10000,15,0.7,5.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM70__DP500__SP500,10000,15,0.7,5.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM70__DP750__SP300,10000,15,0.7,7.5,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM70__DP750__SP500,10000,15,0.7,7.5,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM80__DP100__SP300,10000,15,0.8,1.0,3.0,22,3,0.13636363636363635,3,0.13636363636363635,1,2,0.3333333333333333,False
LB10000__UC15__IM80__DP100__SP500,10000,15,0.8,1.0,5.0,22,3,0.13636363636363635,3,0.13636363636363635,1,2,0.3333333333333333,False
LB10000__UC15__IM80__DP200__SP300,10000,15,0.8,2.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM80__DP200__SP500,10000,15,0.8,2.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM80__DP300__SP300,10000,15,0.8,3.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM80__DP300__SP500,10000,15,0.8,3.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM80__DP500__SP300,10000,15,0.8,5.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM80__DP500__SP500,10000,15,0.8,5.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM80__DP750__SP300,10000,15,0.8,7.5,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM80__DP750__SP500,10000,15,0.8,7.5,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM90__DP100__SP300,10000,15,0.9,1.0,3.0,22,2,0.09090909090909091,2,0.09090909090909091,0,2,0.0,False
LB10000__UC15__IM90__DP100__SP500,10000,15,0.9,1.0,5.0,22,2,0.09090909090909091,2,0.09090909090909091,0,2,0.0,False
LB10000__UC15__IM90__DP200__SP300,10000,15,0.9,2.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM90__DP200__SP500,10000,15,0.9,2.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM90__DP300__SP300,10000,15,0.9,3.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM90__DP300__SP500,10000,15,0.9,3.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM90__DP500__SP300,10000,15,0.9,5.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM90__DP500__SP500,10000,15,0.9,5.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM90__DP750__SP300,10000,15,0.9,7.5,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC15__IM90__DP750__SP500,10000,15,0.9,7.5,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM50__DP100__SP300,10000,25,0.5,1.0,3.0,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
LB10000__UC25__IM50__DP100__SP500,10000,25,0.5,1.0,5.0,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
LB10000__UC25__IM50__DP200__SP300,10000,25,0.5,2.0,3.0,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
LB10000__UC25__IM50__DP200__SP500,10000,25,0.5,2.0,5.0,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
LB10000__UC25__IM50__DP300__SP300,10000,25,0.5,3.0,3.0,22,17,0.7727272727272727,17,0.7727272727272727,8,9,0.47058823529411764,False
LB10000__UC25__IM50__DP300__SP500,10000,25,0.5,3.0,5.0,22,17,0.7727272727272727,17,0.7727272727272727,8,9,0.47058823529411764,False
LB10000__UC25__IM50__DP500__SP300,10000,25,0.5,5.0,3.0,22,7,0.3181818181818182,7,0.3181818181818182,2,5,0.2857142857142857,False
LB10000__UC25__IM50__DP500__SP500,10000,25,0.5,5.0,5.0,22,7,0.3181818181818182,7,0.3181818181818182,2,5,0.2857142857142857,False
LB10000__UC25__IM50__DP750__SP300,10000,25,0.5,7.5,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM50__DP750__SP500,10000,25,0.5,7.5,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM60__DP100__SP300,10000,25,0.6,1.0,3.0,22,21,0.9545454545454546,21,0.9545454545454546,10,11,0.47619047619047616,True
LB10000__UC25__IM60__DP100__SP500,10000,25,0.6,1.0,5.0,22,21,0.9545454545454546,21,0.9545454545454546,10,11,0.47619047619047616,True
LB10000__UC25__IM60__DP200__SP300,10000,25,0.6,2.0,3.0,22,20,0.9090909090909091,20,0.9090909090909091,9,11,0.45,True
LB10000__UC25__IM60__DP200__SP500,10000,25,0.6,2.0,5.0,22,20,0.9090909090909091,20,0.9090909090909091,9,11,0.45,True
LB10000__UC25__IM60__DP300__SP300,10000,25,0.6,3.0,3.0,22,7,0.3181818181818182,7,0.3181818181818182,3,4,0.42857142857142855,False
LB10000__UC25__IM60__DP300__SP500,10000,25,0.6,3.0,5.0,22,7,0.3181818181818182,7,0.3181818181818182,3,4,0.42857142857142855,False
LB10000__UC25__IM60__DP500__SP300,10000,25,0.6,5.0,3.0,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
LB10000__UC25__IM60__DP500__SP500,10000,25,0.6,5.0,5.0,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
LB10000__UC25__IM60__DP750__SP300,10000,25,0.6,7.5,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM60__DP750__SP500,10000,25,0.6,7.5,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM70__DP100__SP300,10000,25,0.7,1.0,3.0,22,5,0.22727272727272727,5,0.22727272727272727,4,1,0.2,False
LB10000__UC25__IM70__DP100__SP500,10000,25,0.7,1.0,5.0,22,5,0.22727272727272727,5,0.22727272727272727,4,1,0.2,False
LB10000__UC25__IM70__DP200__SP300,10000,25,0.7,2.0,3.0,22,4,0.18181818181818182,4,0.18181818181818182,4,0,0.0,False
LB10000__UC25__IM70__DP200__SP500,10000,25,0.7,2.0,5.0,22,4,0.18181818181818182,4,0.18181818181818182,4,0,0.0,False
LB10000__UC25__IM70__DP300__SP300,10000,25,0.7,3.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM70__DP300__SP500,10000,25,0.7,3.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM70__DP500__SP300,10000,25,0.7,5.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM70__DP500__SP500,10000,25,0.7,5.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM70__DP750__SP300,10000,25,0.7,7.5,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM70__DP750__SP500,10000,25,0.7,7.5,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM80__DP100__SP300,10000,25,0.8,1.0,3.0,22,1,0.045454545454545456,1,0.045454545454545456,0,1,0.0,False
LB10000__UC25__IM80__DP100__SP500,10000,25,0.8,1.0,5.0,22,1,0.045454545454545456,1,0.045454545454545456,0,1,0.0,False
LB10000__UC25__IM80__DP200__SP300,10000,25,0.8,2.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM80__DP200__SP500,10000,25,0.8,2.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM80__DP300__SP300,10000,25,0.8,3.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM80__DP300__SP500,10000,25,0.8,3.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM80__DP500__SP300,10000,25,0.8,5.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM80__DP500__SP500,10000,25,0.8,5.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM80__DP750__SP300,10000,25,0.8,7.5,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM80__DP750__SP500,10000,25,0.8,7.5,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM90__DP100__SP300,10000,25,0.9,1.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM90__DP100__SP500,10000,25,0.9,1.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM90__DP200__SP300,10000,25,0.9,2.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM90__DP200__SP500,10000,25,0.9,2.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM90__DP300__SP300,10000,25,0.9,3.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM90__DP300__SP500,10000,25,0.9,3.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM90__DP500__SP300,10000,25,0.9,5.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM90__DP500__SP500,10000,25,0.9,5.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM90__DP750__SP300,10000,25,0.9,7.5,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC25__IM90__DP750__SP500,10000,25,0.9,7.5,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM50__DP100__SP300,10000,40,0.5,1.0,3.0,22,18,0.8181818181818182,18,0.8181818181818182,7,11,0.3888888888888889,False
LB10000__UC40__IM50__DP100__SP500,10000,40,0.5,1.0,5.0,22,18,0.8181818181818182,18,0.8181818181818182,7,11,0.3888888888888889,False
LB10000__UC40__IM50__DP200__SP300,10000,40,0.5,2.0,3.0,22,17,0.7727272727272727,17,0.7727272727272727,6,11,0.35294117647058826,False
LB10000__UC40__IM50__DP200__SP500,10000,40,0.5,2.0,5.0,22,17,0.7727272727272727,17,0.7727272727272727,6,11,0.35294117647058826,False
LB10000__UC40__IM50__DP300__SP300,10000,40,0.5,3.0,3.0,22,10,0.45454545454545453,10,0.45454545454545453,4,6,0.4,False
LB10000__UC40__IM50__DP300__SP500,10000,40,0.5,3.0,5.0,22,10,0.45454545454545453,10,0.45454545454545453,4,6,0.4,False
LB10000__UC40__IM50__DP500__SP300,10000,40,0.5,5.0,3.0,22,6,0.2727272727272727,6,0.2727272727272727,2,4,0.3333333333333333,False
LB10000__UC40__IM50__DP500__SP500,10000,40,0.5,5.0,5.0,22,6,0.2727272727272727,6,0.2727272727272727,2,4,0.3333333333333333,False
LB10000__UC40__IM50__DP750__SP300,10000,40,0.5,7.5,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM50__DP750__SP500,10000,40,0.5,7.5,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM60__DP100__SP300,10000,40,0.6,1.0,3.0,22,5,0.22727272727272727,5,0.22727272727272727,3,2,0.4,False
LB10000__UC40__IM60__DP100__SP500,10000,40,0.6,1.0,5.0,22,5,0.22727272727272727,5,0.22727272727272727,3,2,0.4,False
LB10000__UC40__IM60__DP200__SP300,10000,40,0.6,2.0,3.0,22,5,0.22727272727272727,5,0.22727272727272727,3,2,0.4,False
LB10000__UC40__IM60__DP200__SP500,10000,40,0.6,2.0,5.0,22,5,0.22727272727272727,5,0.22727272727272727,3,2,0.4,False
LB10000__UC40__IM60__DP300__SP300,10000,40,0.6,3.0,3.0,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
LB10000__UC40__IM60__DP300__SP500,10000,40,0.6,3.0,5.0,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
LB10000__UC40__IM60__DP500__SP300,10000,40,0.6,5.0,3.0,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
LB10000__UC40__IM60__DP500__SP500,10000,40,0.6,5.0,5.0,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
LB10000__UC40__IM60__DP750__SP300,10000,40,0.6,7.5,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM60__DP750__SP500,10000,40,0.6,7.5,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM70__DP100__SP300,10000,40,0.7,1.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM70__DP100__SP500,10000,40,0.7,1.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM70__DP200__SP300,10000,40,0.7,2.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM70__DP200__SP500,10000,40,0.7,2.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM70__DP300__SP300,10000,40,0.7,3.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM70__DP300__SP500,10000,40,0.7,3.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM70__DP500__SP300,10000,40,0.7,5.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM70__DP500__SP500,10000,40,0.7,5.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM70__DP750__SP300,10000,40,0.7,7.5,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM70__DP750__SP500,10000,40,0.7,7.5,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM80__DP100__SP300,10000,40,0.8,1.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM80__DP100__SP500,10000,40,0.8,1.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM80__DP200__SP300,10000,40,0.8,2.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM80__DP200__SP500,10000,40,0.8,2.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM80__DP300__SP300,10000,40,0.8,3.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM80__DP300__SP500,10000,40,0.8,3.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM80__DP500__SP300,10000,40,0.8,5.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM80__DP500__SP500,10000,40,0.8,5.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM80__DP750__SP300,10000,40,0.8,7.5,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM80__DP750__SP500,10000,40,0.8,7.5,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM90__DP100__SP300,10000,40,0.9,1.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM90__DP100__SP500,10000,40,0.9,1.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM90__DP200__SP300,10000,40,0.9,2.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM90__DP200__SP500,10000,40,0.9,2.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM90__DP300__SP300,10000,40,0.9,3.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM90__DP300__SP500,10000,40,0.9,3.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM90__DP500__SP300,10000,40,0.9,5.0,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM90__DP500__SP500,10000,40,0.9,5.0,5.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM90__DP750__SP300,10000,40,0.9,7.5,3.0,22,0,0.0,0,0.0,0,0,0.0,False
LB10000__UC40__IM90__DP750__SP500,10000,40,0.9,7.5,5.0,22,0,0.0,0,0.0,0,0,0.0,False
